1.28,18.15636161,120.6254979
1.28.1,18.44974393,120.9211766
1.28.1.1,18.44974393,120.9211766
1.28.10,18.47387476,120.8308525
1.28.10.1,18.47387476,120.8308525
1.28.11,17.97546119,120.6600965
1.28.11.1,17.95124684,120.68153
1.28.11.11,18.00273919,120.6544262
1.28.11.12,17.98148683,120.6662983
1.28.11.13,17.94690033,120.6266713
1.28.11.14,17.97818358,120.6571177
1.28.11.15,17.93901995,120.6586972
1.28.11.16,17.98525441,120.6474236
1.28.11.17,17.97893256,120.633598
1.28.11.18,17.97943413,120.7116502
1.28.11.19,17.98164341,120.6870343
1.28.11.2,17.95894033,120.638589
1.28.11.20,18.00172705,120.6818459
1.28.11.21,17.98872905,120.649325
1.28.11.22,17.93834905,120.6391589
1.28.11.3,18.01356816,120.6317595
1.28.11.4,17.96228588,120.6152833
1.28.11.5,17.98809241,120.6965146
1.28.11.6,17.96825492,120.6927627
1.28.11.8,18.00280412,120.6719836
1.28.11.9,17.96163154,120.6602603
1.28.12,18.19807162,120.579377
1.28.12.1,18.1690757,120.5328664
1.28.12.10,18.2526373,120.5605729
1.28.12.11,18.18958037,120.5615379
1.28.12.12,18.18525472,120.5578098
1.28.12.13,18.14853277,120.5274153
1.28.12.14,18.1819798,120.6084772
1.28.12.15,18.21532089,120.5770665
1.28.12.16,18.24055825,120.5617265
1.28.12.17,18.1926532,120.5373205
1.28.12.19,18.17568066,120.5704352
1.28.12.2,18.18332174,120.5371468
1.28.12.20,18.23615507,120.5867009
1.28.12.21,18.2410882,120.5749142
1.28.12.22,18.18602242,120.528643
1.28.12.23,18.19687766,120.5275715
1.28.12.24,18.1793436,120.5238638
1.28.12.26,18.20828672,120.5468156
1.28.12.27,18.20110646,120.5395416
1.28.12.28,18.20754654,120.5332828
1.28.12.29,18.20231762,120.6256471
1.28.12.3,18.20284514,120.6621216
1.28.12.30,18.21436498,120.5392112
1.28.12.31,18.20581332,120.5414557
1.28.12.32,18.18633651,120.6368861
1.28.12.33,18.2527972,120.5702302
1.28.12.34,18.18105036,120.5548363
1.28.12.35,18.18450953,120.5481055
1.28.12.36,18.23381879,120.5604317
1.28.12.37,18.22796877,120.5597411
1.28.12.38,18.19397609,120.5747545
1.28.12.39,18.18335013,120.5942865
1.28.12.4,18.1952683,120.6487989
1.28.12.40,18.19114102,120.5841088
1.28.12.41,18.18752611,120.5989267
1.28.12.42,18.20151071,120.5909958
1.28.12.43,18.19695591,120.5885707
1.28.12.44,18.19103167,120.6043613
1.28.12.45,18.19968128,120.5945407
1.28.12.46,18.20536248,120.589449
1.28.12.47,18.22510166,120.5810367
1.28.12.48,18.18241233,120.5812913
1.28.12.49,18.17752309,120.6163447
1.28.12.5,18.14785234,120.5456861
1.28.12.50,18.2135054,120.6148451
1.28.12.53,18.19792568,120.5881417
1.28.12.54,18.18885149,120.5972592
1.28.12.55,18.19096928,120.6070201
1.28.12.56,18.19483213,120.5945191
1.28.12.57,18.19990538,120.5961204
1.28.12.58,18.20524078,120.5901472
1.28.12.59,18.20359059,120.5943014
1.28.12.6,18.16500948,120.5620672
1.28.12.60,18.19959891,120.5965757
1.28.12.61,18.19808317,120.5913361
1.28.12.62,18.20147149,120.5853882
1.28.12.63,18.18950189,120.6023268
1.28.12.64,18.17155908,120.6251136
1.28.12.65,18.19810354,120.6012363
1.28.12.66,18.19105878,120.5962202
1.28.12.67,18.19191549,120.597397
1.28.12.68,18.20418661,120.5911343
1.28.12.69,18.19251983,120.5947654
1.28.12.7,18.21672997,120.6001191
1.28.12.70,18.19816029,120.5899665
1.28.12.71,18.19790365,120.5904789
1.28.12.72,18.19949792,120.5932527
1.28.12.73,18.19096477,120.6015989
1.28.12.74,18.2080089,120.5880498
1.28.12.75,18.19280538,120.595974
1.28.12.76,18.20468854,120.5768617
1.28.12.77,18.17035711,120.5492498
1.28.12.78,18.19513308,120.5921636
1.28.12.79,18.18894123,120.607621
1.28.12.8,18.1984956,120.5556816
1.28.12.80,18.20967812,120.5670766
1.28.12.81,18.21721901,120.5535039
1.28.12.82,18.1991144,120.5648037
1.28.12.83,18.22113238,120.59462
1.28.12.84,18.19436527,120.5473474
1.28.12.9,18.18316717,120.57035
1.28.13,18.03050898,120.6978676
1.28.13.1,18.04496145,120.7148323
1.28.13.10,18.06991431,120.6773756
1.28.13.11,18.05430523,120.6884381
1.28.13.12,18.0130057,120.6916518
1.28.13.13,18.0007648,120.708346
1.28.13.14,17.99968094,120.7437881
1.28.13.3,18.05362594,120.6715293
1.28.13.4,18.01942356,120.7360377
1.28.13.5,18.03947628,120.6718793
1.28.13.6,18.02565068,120.708811
1.28.13.7,17.99247177,120.7198017
1.28.13.8,18.02648028,120.6582947
1.28.13.9,18.05685576,120.6814934
1.28.14,17.89199049,120.6676751
1.28.14.1,17.91009157,120.7014929
1.28.14.10,18.0303985,120.8613864
1.28.14.11,17.81639553,120.5619121
1.28.14.2,17.76024845,120.5311501
1.28.14.3,17.8996298,120.6936397
1.28.14.4,17.92710568,120.6091222
1.28.14.5,17.93568747,120.7345142
1.28.14.6,17.91843463,120.7182718
1.28.14.7,17.86801942,120.6056845
1.28.14.8,17.87477127,120.6472577
1.28.14.9,17.87111302,120.6799941
1.28.15,18.56828942,120.8274548
1.28.15.1,18.55243695,120.8141058
1.28.15.10,18.52923053,120.8929698
1.28.15.11,18.54356247,120.9569524
1.28.15.12,18.55570692,120.7949297
1.28.15.13,18.56361194,120.7924683
1.28.15.14,18.5690937,120.8423878
1.28.15.15,18.59289393,120.7974732
